Date,Hour, Min., Sec., Elapse[min.],MFC-1[sccm],MFC-2[sccm],MFC-3[sccm],MFC-4[sccm],MFC-5[sccm],MFC-6[sccm],Pre-HT['C],HJ['C],HB-1['C],HB-2['C],HB-3['C],HB-4['C],HB-5['C],TI-1['C],TI-2['C],TI-3['C],TI-4['C],TI-5['C],TI-6['C],TI-7['C],TI-8['C],TI-9['C],TI-10['C],TI-11['C],TI-12['C],TI-13['C],TI-14['C],TI-15['C],TI-16['C],TI-SP1['C],TI-SP2['C],PT-1[bar],Volt[V],Curr[A]
2025-11-04-,22,36,56,5.70,49.49,-1.35,-1.33,-0.86,-0.08,-0.40,200.00,100.00,0.00,99.10,100.40,0.00,89.40,422.80,437.10,488.70,515.10,565.70,565.60,545.80,523.40,557.80,546.40,506.70,584.60,414.50,478.20,509.10,461.80,1448.50,1448.50,0.005,4.720,87.000
2025-11-04-,22,36,57,5.72,49.48,-1.35,-1.35,-0.87,-0.08,-0.40,200.00,100.00,0.00,99.10,100.40,0.00,89.40,422.80,439.60,488.70,517.80,565.70,568.20,548.20,525.90,560.70,548.80,509.30,586.90,416.90,480.50,511.30,464.00,1448.50,1448.50,0.005,4.720,87.000
2025-11-04-,22,36,58,5.73,49.49,-1.35,-1.34,-0.86,-0.08,-0.40,200.00,99.90,0.00,99.10,100.40,0.00,89.40,422.80,439.60,488.70,517.80,565.70,568.20,548.20,525.90,560.70,548.80,509.30,586.90,416.90,480.50,511.30,464.00,1448.50,1448.50,0.005,4.720,87.000
2025-11-04-,22,36,59,5.75,49.50,-1.35,-1.34,-0.86,-0.08,-0.40,200.00,99.90,0.00,99.10,100.40,0.00,89.40,424.90,442.10,491.40,520.20,568.40,570.80,548.20,525.90,560.70,548.80,509.30,586.90,416.90,480.50,511.30,464.00,1448.50,1448.50,0.005,4.720,87.000
2025-11-04-,22,37, 0,5.77,49.48,-1.35,-1.33,-0.83,-0.08,-0.40,200.00,99.90,0.00,99.10,100.40,0.00,89.40,424.90,442.10,491.40,520.20,568.40,570.80,550.60,528.50,563.50,551.50,511.80,589.40,419.40,482.80,513.30,466.20,1448.50,1448.50,0.005,4.720,87.000
2025-11-04-,22,37, 1,5.78,49.50,-1.35,-1.34,-0.87,-0.08,-0.40,200.00,100.00,0.00,99.10,100.40,0.00,89.40,424.90,442.10,491.40,520.20,568.40,570.80,550.60,528.50,563.50,551.50,511.80,589.40,419.40,482.80,513.30,466.20,1448.50,1448.50,0.006,4.730,87.000
2025-11-04-,22,37, 2,5.80,49.48,-1.35,-1.35,-0.85,-0.08,-0.40,200.00,100.00,0.00,99.10,100.40,0.00,89.40,427.20,444.40,494.00,522.80,571.10,573.10,550.60,528.50,563.50,551.50,511.80,589.40,419.40,482.80,513.30,466.20,1448.50,1448.50,0.006,4.730,87.000
2025-11-04-,22,37, 3,5.82,49.48,-1.35,-1.34,-0.82,-0.08,-0.40,200.00,100.00,0.00,99.10,100.40,0.00,89.40,427.20,444.40,494.00,522.80,571.10,573.10,553.00,530.90,566.10,554.20,514.50,591.90,421.90,485.10,515.40,468.30,1448.50,1448.50,0.006,4.730,87.000
2025-11-04-,22,37, 4,5.83,49.51,-1.35,-1.34,-0.87,-0.08,-0.40,200.00,99.90,0.00,99.10,100.40,0.00,89.40,427.20,444.40,494.00,522.80,571.10,573.10,553.00,530.90,566.10,554.20,514.50,591.90,421.90,485.10,515.40,468.30,1448.50,1448.50,0.006,4.730,87.000
2025-11-04-,22,37, 5,5.85,49.49,-1.35,-1.35,-0.82,-0.08,-0.40,200.00,99.90,0.00,99.10,100.40,0.00,89.40,429.50,446.90,496.50,525.40,573.40,575.50,553.00,530.90,566.10,554.20,514.50,591.90,421.90,485.10,515.40,468.30,1448.50,1448.50,0.006,4.730,87.000
2025-11-04-,22,37, 6,5.87,49.50,-1.35,-1.34,-0.86,-0.08,-0.40,200.00,99.90,0.00,99.10,100.40,0.00,89.40,429.50,446.90,496.50,525.40,573.40,575.50,555.30,533.40,568.80,556.60,517.10,594.20,424.20,487.20,517.60,470.20,1448.50,1448.50,0.006,4.730,87.000
2025-11-04-,22,37, 7,5.88,49.53,-1.34,-1.35,-0.85,-0.08,-0.40,200.00,100.00,0.00,99.10,100.40,0.00,89.40,429.50,446.90,496.50,525.40,573.40,575.50,555.30,533.40,568.80,556.60,517.10,594.20,424.20,487.20,517.60,470.20,1448.50,1448.50,0.005,4.730,87.000
2025-11-04-,22,37, 8,5.90,49.49,-1.35,-1.34,-0.85,-0.08,-0.40,200.00,100.00,0.00,99.10,100.40,0.00,89.40,431.60,449.30,499.10,527.80,576.00,578.00,557.60,533.40,571.60,556.60,519.50,594.20,424.20,487.20,517.60,470.20,1448.50,1448.50,0.005,4.730,87.000
2025-11-04-,22,37, 9,5.92,49.50,-1.35,-1.35,-0.88,-0.08,-0.40,200.00,100.00,0.00,99.10,100.40,0.00,89.40,431.60,449.30,499.10,527.80,576.00,578.00,557.60,535.90,571.60,559.30,519.50,596.60,426.70,489.40,519.50,472.30,1448.50,1448.50,0.005,4.730,87.000
2025-11-04-,22,37,10,5.93,49.48,-1.35,-1.35,-0.87,-0.08,-0.40,200.00,99.90,0.00,99.10,100.40,0.00,89.40,431.60,449.30,499.10,527.80,576.00,578.00,557.60,535.90,571.60,559.30,519.50,596.60,426.70,489.40,519.50,472.30,1448.50,1448.50,0.005,4.730,87.000
2025-11-04-,22,37,11,5.95,49.48,-1.35,-1.35,-0.85,-0.08,-0.40,200.00,99.90,0.00,99.10,100.40,0.00,89.40,433.80,451.60,501.40,530.40,578.60,580.20,559.80,535.90,574.10,559.30,522.10,596.60,426.70,489.40,519.50,472.30,1448.50,1448.50,0.005,4.730,87.000
2025-11-04-,22,37,12,5.97,49.50,-1.35,-1.33,-0.87,-0.08,-0.40,200.00,99.90,0.00,99.10,100.40,0.00,89.40,433.80,451.60,501.40,530.40,578.60,580.20,559.80,538.20,574.10,561.80,522.10,598.80,428.90,491.50,521.60,474.20,1448.50,1448.50,0.005,4.730,87.000
2025-11-04-,22,37,13,5.98,49.49,-1.33,-1.35,-0.85,-0.08,-0.40,200.00,99.90,0.00,99.00,100.40,0.00,89.40,433.80,451.60,501.40,530.40,578.60,580.20,559.80,538.20,574.10,561.80,522.10,598.80,428.90,491.50,521.60,474.20,1448.50,1448.50,0.005,4.730,87.100
2025-11-04-,22,37,14,6.00,49.49,-1.36,-1.35,-0.85,-0.08,-0.40,200.00,99.90,0.00,99.00,100.40,0.00,89.40,435.90,454.00,504.00,532.70,580.90,582.70,562.10,540.70,576.80,564.20,524.50,601.20,428.90,491.50,521.60,474.20,1448.50,1448.50,0.005,4.730,87.000
2025-11-04-,22,37,15,6.02,49.51,-1.34,-1.34,-0.85,-0.08,-0.40,200.00,99.90,0.00,99.00,100.40,0.00,89.40,435.90,454.00,504.00,532.70,580.90,582.70,562.10,540.70,576.80,564.20,524.50,601.20,431.30,493.70,523.50,476.20,1448.50,1448.50,0.005,4.730,87.000
2025-11-04-,22,37,16,6.03,49.49,-1.35,-1.33,-0.84,-0.08,-0.40,200.00,99.90,0.00,99.10,100.40,0.00,89.40,435.90,454.00,504.00,532.70,580.90,582.70,562.10,540.70,576.80,564.20,524.50,601.20,431.30,493.70,523.50,476.20,1448.50,1448.50,0.005,4.730,87.000
2025-11-04-,22,37,17,6.05,49.49,-1.35,-1.34,-0.85,-0.08,-0.40,200.00,99.90,0.00,99.10,100.40,0.00,89.40,438.10,456.20,506.40,535.20,583.40,584.90,564.30,542.90,579.20,566.50,527.00,603.40,433.50,493.70,525.50,476.20,1448.50,1448.50,0.005,4.730,87.000
2025-11-04-,22,37,18,6.07,49.51,-1.35,-1.34,-0.85,-0.08,-0.40,200.00,99.90,0.00,99.10,100.40,0.00,89.40,438.10,456.20,506.40,535.20,583.40,584.90,564.30,542.90,579.20,566.50,527.00,603.40,433.50,495.70,525.50,478.10,1448.50,1448.50,0.005,4.730,87.000
2025-11-04-,22,37,19,6.08,49.49,-1.35,-1.35,-0.87,-0.08,-0.40,200.00,99.90,0.00,99.10,100.40,0.00,89.40,438.10,456.20,506.40,535.20,583.40,584.90,564.30,542.90,579.20,566.50,527.00,603.40,433.50,495.70,525.50,478.10,1448.50,1448.50,0.005,4.730,87.000
2025-11-04-,22,37,20,6.10,49.53,-1.35,-1.35,-0.86,-0.08,-0.40,200.00,99.90,0.00,99.10,100.40,0.00,89.40,440.10,458.50,508.90,537.40,585.70,587.30,566.50,545.40,581.90,569.00,529.40,605.70,436.00,495.70,527.40,478.10,1448.50,1448.50,0.005,4.730,87.000
2025-11-04-,22,37,21,6.12,49.50,-1.35,-1.34,-0.86,-0.08,-0.40,200.00,99.90,0.00,99.10,100.40,0.00,89.40,440.10,458.50,508.90,537.40,585.70,587.30,566.50,545.40,581.90,569.00,529.40,605.70,436.00,497.90,527.40,480.10,1448.50,1448.50,0.005,4.730,87.000
2025-11-04-,22,37,22,6.13,49.50,-1.35,-1.34,-0.87,-0.08,-0.40,200.00,99.90,0.00,99.10,100.40,0.00,89.40,442.30,458.50,511.20,537.40,588.20,587.30,566.50,545.40,581.90,569.00,529.40,605.70,436.00,497.90,527.40,480.10,1448.50,1448.50,0.005,4.730,87.000
2025-11-04-,22,37,23,6.15,49.50,-1.36,-1.34,-0.87,-0.08,-0.40,200.00,99.90,0.00,99.10,100.40,0.00,89.40,442.30,460.70,511.20,539.90,588.20,589.40,568.60,547.60,584.30,571.60,531.90,607.90,438.20,497.90,529.40,480.10,1448.50,1448.50,0.005,4.730,87.000
2025-11-04-,22,37,24,6.17,49.48,-1.35,-1.35,-0.86,-0.08,-0.40,200.00,99.90,0.00,99.10,100.40,0.00,89.40,442.30,460.70,511.20,539.90,588.20,589.40,568.60,547.60,584.30,571.60,531.90,607.90,438.20,499.90,529.40,482.00,1448.50,1448.50,0.005,4.730,87.100
2025-11-04-,22,37,25,6.18,49.50,-1.35,-1.33,-0.87,-0.08,-0.40,200.00,99.90,0.00,99.10,100.40,0.00,89.40,444.40,460.70,513.60,539.90,590.50,589.40,568.60,547.60,584.30,571.60,531.90,607.90,438.20,499.90,529.40,482.00,1448.50,1448.50,0.005,4.730,87.000
2025-11-04-,22,37,26,6.20,49.49,-1.36,-1.35,-0.86,-0.08,-0.40,200.00,99.90,0.00,99.10,100.40,0.00,89.40,444.40,463.00,513.60,542.30,590.50,591.80,570.90,550.00,586.90,573.80,534.30,610.10,440.50,501.90,531.30,483.90,1448.50,1448.50,0.005,4.730,87.000
2025-11-04-,22,37,27,6.22,49.49,-1.35,-1.34,-0.85,-0.08,-0.40,200.00,99.90,0.00,99.10,100.40,0.00,89.40,444.40,463.00,513.60,542.30,590.50,591.80,570.90,550.00,586.90,573.80,534.30,610.10,440.50,501.90,531.30,483.90,1448.50,1448.50,0.005,4.730,87.000
2025-11-04-,22,37,28,6.23,49.50,-1.33,-1.35,-0.85,-0.08,-0.40,200.00,99.90,0.00,99.10,100.40,0.00,89.40,446.40,465.10,516.10,544.60,592.90,594.10,570.90,550.00,586.90,573.80,534.30,610.10,440.50,501.90,531.30,483.90,1448.50,1448.50,0.005,4.730,87.000
2025-11-04-,22,37,29,6.25,49.50,-1.34,-1.33,-0.87,-0.08,-0.40,200.00,99.90,0.00,99.10,100.40,0.00,89.40,446.40,465.10,516.10,544.60,592.90,594.10,573.10,552.20,589.40,576.30,536.60,612.40,442.90,503.90,533.20,485.70,1448.50,1448.50,0.005,4.730,87.000
2025-11-04-,22,37,30,6.27,49.48,-1.36,-1.35,-0.86,-0.08,-0.40,200.00,99.90,0.00,99.20,100.40,0.00,89.40,446.40,465.10,516.10,544.60,592.90,594.10,573.10,552.20,589.40,576.30,536.60,612.40,442.90,503.90,533.20,485.70,1448.50,1448.50,0.005,4.730,87.000
2025-11-04-,22,37,31,6.28,49.47,-1.36,-1.34,-0.86,-0.08,-0.40,200.00,99.90,0.00,99.20,100.40,0.00,89.40,448.50,467.40,518.30,547.00,595.10,596.30,573.10,552.20,589.40,576.30,536.60,612.40,442.90,503.90,533.20,485.70,1448.50,1448.50,0.005,4.730,87.000
2025-11-04-,22,37,32,6.30,49.49,-1.35,-1.35,-0.86,-0.08,-0.40,200.00,99.90,0.00,99.20,100.40,0.00,89.40,448.50,467.40,518.30,547.00,595.10,596.30,575.20,554.50,591.80,578.50,539.10,614.50,445.00,506.00,535.00,487.60,1448.50,1448.50,0.005,4.730,87.000
2025-11-04-,22,37,33,6.32,49.48,-1.36,-1.34,-0.87,-0.08,-0.40,200.00,99.90,0.00,99.20,100.40,0.00,89.40,448.50,467.40,518.30,547.00,595.10,596.30,575.20,554.50,591.80,578.50,539.10,614.50,445.00,506.00,535.00,487.60,1448.50,1448.50,0.006,4.730,87.100
2025-11-04-,22,37,34,6.33,49.50,-1.34,-1.33,-0.85,-0.08,-0.40,200.00,99.90,0.00,99.20,100.40,0.00,89.40,450.40,469.40,520.80,549.20,597.50,598.60,577.40,554.50,594.30,578.50,541.30,614.50,445.00,506.00,535.00,487.60,1448.50,1448.50,0.006,4.730,87.000
2025-11-04-,22,37,35,6.35,49.49,-1.35,-1.35,-0.85,-0.08,-0.40,200.00,99.90,0.00,99.20,100.40,0.00,89.40,450.40,469.40,520.80,549.20,597.50,598.60,577.40,556.70,594.30,581.00,541.30,616.50,447.30,507.90,536.90,489.30,1448.50,1448.50,0.006,4.730,87.000
2025-11-04-,22,37,36,6.37,49.49,-1.35,-1.35,-0.86,-0.08,-0.40,200.00,99.90,0.00,99.20,100.40,0.00,89.40,450.40,469.40,520.80,549.20,597.50,598.60,577.40,556.70,594.30,581.00,541.30,616.50,447.30,507.90,536.90,489.30,1448.50,1448.50,0.005,4.730,87.000
2025-11-04-,22,37,37,6.38,49.49,-1.36,-1.35,-0.86,-0.08,-0.40,200.00,99.90,0.00,99.20,100.40,0.00,89.40,452.50,471.80,522.90,551.60,599.60,600.60,579.40,559.00,596.60,583.10,543.40,618.80,447.30,507.90,536.90,489.30,1448.50,1448.50,0.005,4.730,87.000
2025-11-04-,22,37,38,6.40,49.49,-1.35,-1.33,-0.86,-0.08,-0.40,200.00,99.90,0.00,99.20,100.40,0.00,89.40,452.50,471.80,522.90,551.60,599.60,600.60,579.40,559.00,596.60,583.10,543.40,618.80,449.50,510.00,538.70,491.20,1448.50,1448.50,0.005,4.730,87.100
2025-11-04-,22,37,39,6.42,49.49,-1.34,-1.35,-0.86,-0.08,-0.40,200.00,99.90,0.00,99.30,100.40,0.00,89.40,452.50,471.80,522.90,551.60,599.60,600.60,579.40,559.00,596.60,583.10,543.40,618.80,449.50,510.00,538.70,491.20,1448.50,1448.50,0.005,4.740,87.000
2025-11-04-,22,37,40,6.43,49.48,-1.35,-1.34,-0.87,-0.08,-0.40,200.00,99.90,0.00,99.30,100.50,0.00,89.40,454.40,474.00,525.30,553.70,602.00,602.90,581.50,561.20,599.10,585.50,545.90,620.90,449.50,510.00,538.70,491.20,1448.50,1448.50,0.005,4.740,87.000
2025-11-04-,22,37,41,6.45,49.50,-1.35,-1.35,-0.87,-0.08,-0.40,200.00,99.90,0.00,99.30,100.50,0.00,89.40,454.40,474.00,525.30,553.70,602.00,602.90,581.50,561.20,599.10,585.50,545.90,620.90,451.70,511.80,540.60,493.20,1448.50,1448.50,0.005,4.740,87.000
2025-11-04-,22,37,42,6.47,49.50,-1.35,-1.33,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.30,100.50,0.00,89.50,454.40,474.00,525.30,553.70,602.00,602.90,581.50,561.20,599.10,585.50,545.90,620.90,451.70,511.80,540.60,493.20,1448.50,1448.50,0.005,4.740,87.000
2025-11-04-,22,37,43,6.48,49.52,-1.33,-1.33,-0.85,-0.08,-0.40,200.00,99.90,0.00,99.30,100.50,0.00,89.50,456.50,476.00,527.50,556.00,604.40,604.90,583.50,563.40,601.40,587.90,548.20,622.90,451.70,511.80,540.60,493.20,1448.50,1448.50,0.005,4.740,87.000
2025-11-04-,22,37,44,6.50,49.49,-1.35,-1.33,-0.85,-0.08,-0.40,200.00,99.90,0.00,99.30,100.50,0.00,89.50,456.50,476.00,527.50,556.00,604.40,604.90,583.50,563.40,601.40,587.90,548.20,622.90,453.80,513.80,542.50,494.80,1448.50,1448.50,0.005,4.740,87.000
2025-11-04-,22,37,45,6.52,49.48,-1.35,-1.33,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.30,100.50,0.00,89.40,456.50,476.00,527.50,556.00,604.40,604.90,583.50,563.40,601.40,587.90,548.20,622.90,453.80,513.80,542.50,494.80,1448.50,1448.50,0.005,4.740,87.000
2025-11-04-,22,37,46,6.53,49.49,-1.36,-1.34,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.30,100.50,0.00,89.40,458.30,478.20,529.80,558.30,606.50,607.20,585.70,565.70,603.80,590.00,550.40,625.10,456.10,513.80,544.20,494.80,1448.50,1448.50,0.005,4.740,87.000
2025-11-04-,22,37,47,6.55,49.53,-1.33,-1.35,-0.84,-0.08,-0.40,200.00,99.90,0.00,99.30,100.50,0.00,89.40,458.30,478.20,529.80,558.30,606.50,607.20,585.70,565.70,603.80,590.00,550.40,625.10,456.10,515.90,544.20,496.70,1448.50,1448.50,0.005,4.740,87.100
2025-11-04-,22,37,48,6.57,49.52,-1.35,-1.34,-0.86,-0.08,-0.40,200.00,99.90,0.00,99.40,100.50,0.00,89.40,460.30,478.20,532.20,558.30,608.80,607.20,585.70,565.70,603.80,590.00,550.40,625.10,456.10,515.90,544.20,496.70,1448.50,1448.50,0.005,4.740,87.000
2025-11-04-,22,37,49,6.58,49.49,-1.35,-1.34,-0.85,-0.08,-0.40,200.00,99.90,0.00,99.40,100.50,0.00,89.40,460.30,480.20,532.20,560.40,608.80,609.30,587.60,567.80,606.30,592.40,552.70,627.10,458.10,515.90,546.00,496.70,1448.50,1448.50,0.005,4.740,87.000
2025-11-04-,22,37,50,6.60,49.49,-1.35,-1.33,-0.87,-0.08,-0.40,200.00,99.90,0.00,99.40,100.50,0.00,89.40,460.30,480.20,532.20,560.40,608.80,609.30,587.60,567.80,606.30,592.40,552.70,627.10,458.10,517.70,546.00,498.30,1448.50,1448.50,0.005,4.740,87.000
2025-11-04-,22,37,51,6.62,49.48,-1.35,-1.34,-0.85,-0.08,-0.40,200.00,99.90,0.00,99.40,100.50,0.00,89.50,462.10,480.20,534.30,560.40,610.90,609.30,587.60,567.80,606.30,592.40,552.70,627.10,458.10,517.70,546.00,498.30,1448.50,1448.50,0.005,4.740,87.000
2025-11-04-,22,37,52,6.63,49.48,-1.33,-1.34,-0.86,-0.08,-0.40,200.00,99.90,0.00,99.40,100.50,0.00,89.50,462.10,482.40,534.30,562.70,610.90,611.40,589.80,570.00,608.50,594.50,554.80,629.20,460.30,519.70,547.70,500.10,1448.50,1448.50,0.005,4.740,87.000
2025-11-04-,22,37,53,6.65,49.49,-1.35,-1.35,-0.84,-0.08,-0.40,200.00,99.90,0.00,99.40,100.50,0.00,89.50,462.10,482.40,534.30,562.70,610.90,611.40,589.80,570.00,608.50,594.50,554.80,629.20,460.30,519.70,547.70,500.10,1448.50,1448.50,0.005,4.740,87.000
2025-11-04-,22,37,54,6.67,49.50,-1.35,-1.34,-0.85,-0.08,-0.40,200.00,99.90,0.00,99.40,100.40,0.00,89.40,464.10,484.40,536.50,564.70,613.10,613.50,589.80,570.00,608.50,594.50,554.80,629.20,460.30,519.70,547.70,500.10,1448.50,1448.50,0.005,4.740,87.000
2025-11-04-,22,37,55,6.68,49.54,-1.35,-1.35,-0.86,-0.08,-0.40,200.00,99.90,0.00,99.40,100.40,0.00,89.40,464.10,484.40,536.50,564.70,613.10,613.50,591.80,572.00,610.90,596.80,557.10,631.10,462.50,521.50,549.50,501.90,1448.50,1448.50,0.005,4.740,87.000
2025-11-04-,22,37,56,6.70,49.50,-1.35,-1.34,-0.84,-0.08,-0.40,200.00,100.00,0.00,99.40,100.40,0.00,89.40,464.10,484.40,536.50,564.70,613.10,613.50,591.80,572.00,610.90,596.80,557.10,631.10,462.50,521.50,549.50,501.90,1448.50,1448.50,0.005,4.740,87.100
2025-11-04-,22,37,57,6.72,49.48,-1.35,-1.34,-0.85,-0.08,-0.40,200.00,100.00,0.00,99.40,100.40,0.00,89.50,466.00,486.50,538.60,567.00,615.10,615.50,591.80,572.00,610.90,596.80,557.10,631.10,462.50,521.50,549.50,501.90,1448.50,1448.50,0.005,4.740,87.000
2025-11-04-,22,37,58,6.73,49.50,-1.35,-1.35,-0.86,-0.08,-0.40,200.00,100.00,0.00,99.40,100.40,0.00,89.50,466.00,486.50,538.60,567.00,615.10,615.50,593.70,574.30,613.10,598.90,559.20,633.20,464.50,523.40,551.10,503.50,1448.50,1448.50,0.005,4.740,87.000
2025-11-04-,22,37,59,6.75,49.51,-1.34,-1.35,-0.87,-0.08,-0.40,200.00,100.00,0.00,99.40,100.40,0.00,89.50,466.00,486.50,538.60,567.00,615.10,615.50,593.70,574.30,613.10,598.90,559.20,633.20,464.50,523.40,551.10,503.50,1448.50,1448.50,0.005,4.740,87.000
2025-11-04-,22,38, 0,6.77,49.50,-1.36,-1.34,-0.85,-0.08,-0.40,200.00,100.00,0.00,99.40,100.40,0.00,89.50,467.80,488.40,540.90,569.00,617.40,617.70,595.80,574.30,615.40,598.90,561.40,633.20,464.50,523.40,551.10,503.50,1448.50,1448.50,0.005,4.740,87.000
2025-11-04-,22,38, 1,6.78,49.48,-1.36,-1.33,-0.85,-0.08,-0.40,200.00,100.00,0.00,99.40,100.40,0.00,89.50,467.80,488.40,540.90,569.00,617.40,617.70,595.80,576.30,615.40,601.10,561.40,635.20,466.70,525.10,552.90,505.30,1448.50,1448.50,0.005,4.740,87.000
2025-11-04-,22,38, 2,6.80,49.48,-1.35,-1.33,-0.85,-0.08,-0.40,200.00,99.90,0.00,99.50,100.40,0.00,89.50,467.80,488.40,540.90,569.00,617.40,617.70,595.80,576.30,615.40,601.10,561.40,635.20,466.70,525.10,552.90,505.30,1448.50,1448.50,0.005,4.740,87.000
2025-11-04-,22,38, 3,6.82,49.53,-1.35,-1.34,-0.84,-0.08,-0.40,200.00,99.90,0.00,99.50,100.40,0.00,89.40,469.80,490.50,543.10,571.20,619.60,619.70,597.70,576.30,617.50,601.10,563.60,635.20,466.70,525.10,552.90,505.30,1448.50,1448.50,0.005,4.740,87.100
2025-11-04-,22,38, 4,6.83,49.48,-1.35,-1.33,-0.87,-0.08,-0.40,200.00,99.90,0.00,99.50,100.40,0.00,89.40,469.80,490.50,543.10,571.20,619.60,619.70,597.70,578.40,617.50,603.30,563.60,637.10,468.70,527.10,554.70,506.90,1448.50,1448.50,0.005,4.740,87.100
2025-11-04-,22,38, 5,6.85,49.49,-1.35,-1.34,-0.86,-0.08,-0.40,200.00,99.90,0.00,99.50,100.40,0.00,89.40,469.80,490.50,543.10,571.20,619.60,619.70,597.70,578.40,617.50,603.30,563.60,637.10,468.70,527.10,554.70,506.90,1448.50,1448.50,0.005,4.740,87.100
2025-11-04-,22,38, 6,6.87,49.49,-1.36,-1.35,-0.85,-0.08,-0.40,200.00,99.90,0.00,99.50,100.40,0.00,89.50,471.50,492.60,545.10,573.40,621.60,621.70,599.70,580.60,619.80,605.40,565.70,639.20,468.70,527.10,554.70,506.90,1448.50,1448.50,0.005,4.740,87.000
2025-11-04-,22,38, 7,6.88,49.50,-1.35,-1.35,-0.87,-0.08,-0.40,200.00,99.90,0.00,99.50,100.40,0.00,89.50,471.50,492.60,545.10,573.40,621.60,621.70,599.70,580.60,619.80,605.40,565.70,639.20,470.80,529.00,556.30,508.60,1448.50,1448.50,0.005,4.740,87.000
2025-11-04-,22,38, 8,6.90,49.52,-1.36,-1.34,-0.87,-0.08,-0.40,200.00,100.00,0.00,99.50,100.40,0.00,89.50,471.50,492.60,545.10,573.40,621.60,621.70,599.70,580.60,619.80,605.40,565.70,639.20,470.80,529.00,556.30,508.60,1448.50,1448.50,0.005,4.740,87.100
2025-11-04-,22,38, 9,6.92,49.48,-1.35,-1.33,-0.87,-0.08,-0.40,200.00,100.00,0.00,99.50,100.40,0.00,89.50,473.40,494.50,547.30,575.40,623.80,623.80,601.50,582.50,622.10,607.60,567.90,641.00,470.80,529.00,556.30,508.60,1448.50,1448.50,0.005,4.740,87.100
2025-11-04-,22,38,10,6.93,49.49,-1.34,-1.33,-0.86,-0.08,-0.40,200.00,100.00,0.00,99.50,100.40,0.00,89.50,473.40,494.50,547.30,575.40,623.80,623.80,601.50,582.50,622.10,607.60,567.90,641.00,472.80,530.70,558.00,510.20,1448.50,1448.50,0.005,4.740,87.000
2025-11-04-,22,38,11,6.95,49.48,-1.36,-1.35,-0.85,-0.08,-0.40,200.00,99.90,0.00,99.40,100.50,0.00,89.40,473.40,494.50,547.30,575.40,623.80,623.80,601.50,582.50,622.10,607.60,567.90,641.00,472.80,530.70,558.00,510.20,1448.50,1448.50,0.005,4.740,87.100
2025-11-04-,22,38,12,6.97,49.49,-1.33,-1.33,-0.87,-0.08,-0.40,200.00,99.90,0.00,99.40,100.50,0.00,89.40,475.30,496.50,549.30,577.60,625.70,625.70,603.50,584.60,624.20,609.80,570.00,643.00,472.80,530.70,558.00,510.20,1448.50,1448.50,0.005,4.740,87.000
2025-11-04-,22,38,13,6.98,49.50,-1.35,-1.33,-0.86,-0.08,-0.40,200.00,99.90,0.00,99.40,100.50,0.00,89.40,475.30,496.50,549.30,577.60,625.70,625.70,603.50,584.60,624.20,609.80,570.00,643.00,474.90,532.60,559.60,511.80,1448.50,1448.50,0.005,4.740,87.000
2025-11-04-,22,38,14,7.00,49.49,-1.35,-1.35,-0.85,-0.08,-0.40,200.00,99.90,0.00,99.40,100.40,0.00,89.40,475.30,496.50,549.30,577.60,625.70,625.70,603.50,584.60,624.20,609.80,570.00,643.00,474.90,532.60,559.60,511.80,1448.50,1448.50,0.005,4.740,87.000
2025-11-04-,22,38,15,7.02,49.50,-1.35,-1.33,-0.85,-0.08,-0.40,200.00,99.90,0.00,99.40,100.40,0.00,89.40,476.90,498.50,551.50,579.50,627.90,627.80,605.50,586.70,626.40,611.70,572.00,645.00,477.00,532.60,561.30,511.80,1448.50,1448.50,0.005,4.740,87.000
2025-11-04-,22,38,16,7.03,49.48,-1.35,-1.33,-0.86,-0.08,-0.40,200.00,99.90,0.00,99.40,100.40,0.00,89.40,476.90,498.50,551.50,579.50,627.90,627.80,605.50,586.70,626.40,611.70,572.00,645.00,477.00,534.20,561.30,513.60,1448.50,1448.50,0.005,4.740,87.000
2025-11-04-,22,38,17,7.05,49.50,-1.35,-1.35,-0.85,-0.08,-0.40,200.00,99.90,0.00,99.50,100.40,0.00,89.50,478.80,498.50,553.50,579.50,630.10,627.80,605.50,586.70,626.40,611.70,572.00,645.00,477.00,534.20,561.30,513.60,1448.50,1448.50,0.005,4.740,87.000
2025-11-04-,22,38,18,7.07,49.49,-1.35,-1.33,-0.86,-0.08,-0.40,200.00,99.90,0.00,99.50,100.40,0.00,89.50,478.80,500.40,553.50,581.70,630.10,629.80,607.20,588.70,628.80,613.90,574.20,646.80,478.90,534.20,563.00,513.60,1448.50,1448.50,0.005,4.740,87.000
2025-11-04-,22,38,19,7.08,49.47,-1.35,-1.33,-0.85,-0.08,-0.40,200.00,99.90,0.00,99.50,100.40,0.00,89.50,478.80,500.40,553.50,581.70,630.10,629.80,607.20,588.70,628.80,613.90,574.20,646.80,478.90,536.10,563.00,515.10,1448.50,1448.50,0.005,4.740,87.000
2025-11-04-,22,38,20,7.10,49.52,-1.35,-1.33,-0.86,-0.08,-0.40,200.00,99.90,0.00,99.50,100.40,0.00,89.40,480.50,500.40,555.50,581.70,632.00,629.80,607.20,588.70,628.80,613.90,574.20,646.80,478.90,536.10,563.00,515.10,1448.50,1448.50,0.005,4.740,87.100
