Date,Hour, Min., Sec., Elapse[min.],MFC-1[sccm],MFC-2[sccm],MFC-3[sccm],MFC-4[sccm],MFC-5[sccm],MFC-6[sccm],Pre-HT['C],HJ['C],HB-1['C],HB-2['C],HB-3['C],HB-4['C],HB-5['C],TI-1['C],TI-2['C],TI-3['C],TI-4['C],TI-5['C],TI-6['C],TI-7['C],TI-8['C],TI-9['C],TI-10['C],TI-11['C],TI-12['C],TI-13['C],TI-14['C],TI-15['C],TI-16['C],TI-SP1['C],TI-SP2['C],PT-1[bar],Volt[V],Curr[A]
2025-11-04-,19, 6,53,5.77,49.50,-1.39,-1.39,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.30,100.20,0.00,90.10,267.20,275.70,310.80,334.30,349.00,335.00,357.60,330.10,405.80,409.90,369.20,428.90,294.70,331.20,343.50,301.50,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 6,54,5.78,49.53,-1.38,-1.38,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.30,100.20,0.00,90.00,268.90,277.50,313.00,336.40,351.30,337.00,357.60,330.10,405.80,409.90,369.20,428.90,294.70,331.20,343.50,301.50,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 6,55,5.80,49.48,-1.38,-1.38,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.30,100.20,0.00,90.00,268.90,277.50,313.00,336.40,351.30,337.00,359.50,332.10,408.00,412.00,371.20,431.00,296.50,333.10,345.30,303.30,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 6,56,5.82,49.51,-1.38,-1.38,-0.89,-0.08,-0.40,200.00,99.90,0.00,99.30,100.20,0.00,90.00,268.90,277.50,313.00,336.40,351.30,337.00,359.50,332.10,408.00,412.00,371.20,431.00,296.50,333.10,345.30,303.30,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 6,57,5.83,49.49,-1.38,-1.38,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.30,100.20,0.00,90.00,270.60,279.50,315.00,338.30,353.30,339.10,361.70,332.10,410.00,412.00,373.10,431.00,296.50,333.10,345.30,303.30,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 6,58,5.85,49.48,-1.36,-1.39,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.30,100.20,0.00,90.00,270.60,279.50,315.00,338.30,353.30,339.10,361.70,334.10,410.00,413.90,373.10,432.90,298.50,334.70,347.00,304.90,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 6,59,5.87,49.48,-1.39,-1.38,-0.89,-0.08,-0.40,200.00,99.90,0.00,99.30,100.20,0.00,90.00,270.60,279.50,315.00,338.30,353.30,339.10,361.70,334.10,410.00,413.90,373.10,432.90,298.50,334.70,347.00,304.90,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7, 0,5.88,49.49,-1.39,-1.38,-0.87,-0.08,-0.40,200.00,99.90,0.00,99.30,100.20,0.00,90.10,272.40,281.30,316.90,340.40,355.40,341.20,363.70,336.20,412.10,415.90,375.20,434.80,298.50,334.70,347.00,304.90,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7, 1,5.90,49.48,-1.38,-1.39,-0.90,-0.08,-0.40,200.00,99.90,0.00,99.30,100.20,0.00,90.10,272.40,281.30,316.90,340.40,355.40,341.20,363.70,336.20,412.10,415.90,375.20,434.80,300.30,336.50,348.60,306.50,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7, 2,5.92,49.47,-1.39,-1.38,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.30,100.20,0.00,90.10,272.40,281.30,316.90,340.40,355.40,341.20,363.70,336.20,412.10,415.90,375.20,434.80,300.30,336.50,348.60,306.50,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7, 3,5.93,49.49,-1.39,-1.39,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.30,100.20,0.00,90.10,274.10,283.10,319.10,342.40,357.60,343.30,365.70,338.10,414.30,417.90,377.10,436.80,302.00,336.50,350.30,306.50,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7, 4,5.95,49.51,-1.39,-1.38,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.30,100.20,0.00,90.10,274.10,283.10,319.10,342.40,357.60,343.30,365.70,338.10,414.30,417.90,377.10,436.80,302.00,338.10,350.30,308.20,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7, 5,5.97,49.49,-1.38,-1.38,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.30,100.20,0.00,90.10,275.80,283.10,321.10,342.40,359.60,343.30,365.70,338.10,414.30,417.90,377.10,436.80,302.00,338.10,350.30,308.20,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7, 6,5.98,49.48,-1.37,-1.37,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.30,100.20,0.00,90.10,275.80,285.00,321.10,344.40,359.60,345.30,367.80,340.00,416.30,419.80,379.00,438.70,303.90,340.00,352.00,309.80,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7, 7,6.00,49.51,-1.39,-1.38,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.30,100.20,0.00,90.10,275.80,285.00,321.10,344.40,359.60,345.30,367.80,340.00,416.30,419.80,379.00,438.70,303.90,340.00,352.00,309.80,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7, 8,6.02,49.47,-1.38,-1.37,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.30,100.20,0.00,90.10,277.60,285.00,323.00,344.40,361.60,345.30,367.80,340.00,416.30,419.80,379.00,438.70,303.90,340.00,352.00,309.80,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7, 9,6.03,49.48,-1.37,-1.37,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.30,100.20,0.00,90.10,277.60,286.80,323.00,346.40,361.60,347.40,369.80,342.20,418.50,421.90,381.10,440.70,305.70,341.60,353.60,311.50,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,10,6.05,49.51,-1.39,-1.39,-0.88,-0.08,-0.40,200.00,100.00,0.00,99.30,100.20,0.00,90.10,277.60,286.80,323.00,346.40,361.60,347.40,369.80,342.20,418.50,421.90,381.10,440.70,305.70,341.60,353.60,311.50,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,11,6.07,49.50,-1.38,-1.38,-0.90,-0.08,-0.40,200.00,100.00,0.00,99.30,100.20,0.00,90.10,279.30,288.60,325.10,348.30,363.70,349.40,369.80,342.20,418.50,421.90,381.10,440.70,305.70,341.60,353.60,311.50,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,12,6.08,49.48,-1.38,-1.38,-0.88,-0.08,-0.40,200.00,100.00,0.00,99.30,100.20,0.00,90.10,279.30,288.60,325.10,348.30,363.70,349.40,371.60,344.10,420.40,423.70,382.90,442.50,307.60,343.40,355.40,313.10,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,13,6.10,49.48,-1.38,-1.37,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.30,100.20,0.00,90.10,279.30,288.60,325.10,348.30,363.70,349.40,371.60,344.10,420.40,423.70,382.90,442.50,307.60,343.40,355.40,313.10,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,14,6.12,49.49,-1.38,-1.38,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.30,100.10,0.00,90.10,281.00,290.50,326.90,350.40,365.70,351.50,373.70,344.10,422.40,423.70,385.00,442.50,307.60,343.40,355.40,313.10,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,15,6.13,49.48,-1.36,-1.39,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.30,100.10,0.00,90.10,281.00,290.50,326.90,350.40,365.70,351.50,373.70,346.10,422.40,425.70,385.00,444.50,309.30,345.10,357.00,314.70,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,16,6.15,49.47,-1.38,-1.39,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.30,100.10,0.00,90.10,281.00,290.50,326.90,350.40,365.70,351.50,373.70,346.10,422.40,425.70,385.00,444.50,309.30,345.10,357.00,314.70,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,17,6.17,49.48,-1.39,-1.38,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.30,100.20,0.00,90.10,282.70,292.20,329.00,352.30,367.90,353.40,375.60,346.10,424.50,425.70,386.80,444.50,309.30,345.10,357.00,314.70,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,18,6.18,49.48,-1.39,-1.38,-0.89,-0.08,-0.40,200.00,99.90,0.00,99.30,100.20,0.00,90.10,282.70,292.20,329.00,352.30,367.90,353.40,375.60,348.00,424.50,427.50,386.80,446.30,311.10,346.80,358.60,316.30,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,19,6.20,49.49,-1.39,-1.37,-0.90,-0.08,-0.40,200.00,99.90,0.00,99.20,100.20,0.00,90.10,282.70,292.20,329.00,352.30,367.90,353.40,375.60,348.00,424.50,427.50,386.80,446.30,311.10,346.80,358.60,316.30,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,20,6.22,49.49,-1.39,-1.38,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.20,100.20,0.00,90.10,284.40,294.10,330.90,354.20,369.80,355.50,377.70,349.90,426.40,429.40,388.80,448.10,311.10,346.80,358.60,316.30,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,21,6.23,49.51,-1.38,-1.38,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.20,100.20,0.00,90.10,284.40,294.10,330.90,354.20,369.80,355.50,377.70,349.90,426.40,429.40,388.80,448.10,312.90,348.40,360.10,317.80,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,22,6.25,49.48,-1.39,-1.38,-0.87,-0.08,-0.40,200.00,99.90,0.00,99.10,100.20,0.00,90.10,284.40,294.10,330.90,354.20,369.80,355.50,377.70,349.90,426.40,429.40,388.80,448.10,312.90,348.40,360.10,317.80,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,23,6.27,49.49,-1.37,-1.38,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.10,100.20,0.00,90.10,286.10,295.80,332.90,356.10,371.90,357.40,379.50,351.90,428.40,431.20,390.60,450.00,312.90,348.40,360.10,317.80,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,24,6.28,49.48,-1.38,-1.38,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.10,100.20,0.00,90.10,286.10,295.80,332.90,356.10,371.90,357.40,379.50,351.90,428.40,431.20,390.60,450.00,314.70,350.20,361.80,319.40,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,25,6.30,49.48,-1.39,-1.38,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.10,100.20,0.00,90.10,286.10,295.80,332.90,356.10,371.90,357.40,379.50,351.90,428.40,431.20,390.60,450.00,314.70,350.20,361.80,319.40,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,26,6.32,49.49,-1.38,-1.37,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.10,100.20,0.00,90.10,287.70,297.70,334.80,358.00,373.80,359.50,381.50,353.70,430.40,433.00,392.60,451.70,316.40,350.20,363.30,319.40,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,27,6.33,49.48,-1.39,-1.38,-0.90,-0.08,-0.40,200.00,99.90,0.00,99.10,100.20,0.00,90.10,287.70,297.70,334.80,358.00,373.80,359.50,381.50,353.70,430.40,433.00,392.60,451.70,316.40,351.80,363.30,320.90,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,28,6.35,49.48,-1.39,-1.38,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.10,100.20,0.00,90.10,289.40,297.70,336.60,358.00,375.70,359.50,381.50,353.70,430.40,433.00,392.60,451.70,316.40,351.80,363.30,320.90,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,29,6.37,49.52,-1.38,-1.38,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.10,100.20,0.00,90.10,289.40,299.40,336.60,360.00,375.70,361.40,383.40,355.70,432.30,435.00,394.30,453.40,318.00,353.30,364.80,322.40,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,30,6.38,49.47,-1.37,-1.38,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.10,100.20,0.00,90.10,289.40,299.40,336.60,360.00,375.70,361.40,383.40,355.70,432.30,435.00,394.30,453.40,318.00,353.30,364.80,322.40,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,31,6.40,49.49,-1.37,-1.38,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.10,100.20,0.00,90.10,290.90,301.00,338.60,361.80,377.80,363.30,383.40,355.70,432.30,435.00,394.30,453.40,318.00,353.30,364.80,322.40,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,32,6.42,49.48,-1.38,-1.38,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.10,100.20,0.00,90.10,290.90,301.00,338.60,361.80,377.80,363.30,385.20,357.60,434.20,436.70,396.10,455.30,319.70,355.00,366.40,323.90,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,33,6.43,49.48,-1.39,-1.39,-0.89,-0.08,-0.40,200.00,99.90,0.00,99.20,100.20,0.00,90.10,290.90,301.00,338.60,361.80,377.80,363.30,385.20,357.60,434.20,436.70,396.10,455.30,319.70,355.00,366.40,323.90,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,34,6.45,49.52,-1.39,-1.38,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.20,100.20,0.00,90.10,292.60,302.90,340.40,363.60,379.60,365.30,387.20,357.60,436.00,436.70,398.10,455.30,319.70,355.00,366.40,323.90,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,35,6.47,49.53,-1.39,-1.38,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.20,100.20,0.00,90.10,292.60,302.90,340.40,363.60,379.60,365.30,387.20,359.30,436.00,438.40,398.10,457.00,321.50,356.60,367.90,325.30,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,36,6.48,49.48,-1.39,-1.36,-0.87,-0.08,-0.40,200.00,99.90,0.00,99.20,100.20,0.00,90.10,292.60,302.90,340.40,363.60,379.60,365.30,387.20,359.30,436.00,438.40,398.10,457.00,321.50,356.60,367.90,325.30,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,37,6.50,49.50,-1.39,-1.38,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.20,100.20,0.00,90.10,294.20,304.50,342.40,365.50,381.50,367.10,389.00,359.30,438.00,438.40,399.80,457.00,321.50,356.60,367.90,325.30,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,38,6.52,49.49,-1.38,-1.37,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.20,100.20,0.00,90.10,294.20,304.50,342.40,365.50,381.50,367.10,389.00,361.30,438.00,440.40,399.80,458.70,323.10,358.10,369.50,326.90,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,39,6.53,49.51,-1.39,-1.38,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.20,100.20,0.00,90.10,294.20,304.50,342.40,365.50,381.50,367.10,389.00,361.30,438.00,440.40,399.80,458.70,323.10,358.10,369.50,326.90,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,40,6.55,49.49,-1.38,-1.39,-0.89,-0.08,-0.40,200.00,99.90,0.00,99.20,100.20,0.00,90.10,295.70,306.30,344.20,367.30,383.50,369.10,390.90,363.10,439.90,442.00,401.50,460.50,323.10,358.10,369.50,326.90,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,41,6.57,49.48,-1.38,-1.37,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.20,100.20,0.00,90.10,295.70,306.30,344.20,367.30,383.50,369.10,390.90,363.10,439.90,442.00,401.50,460.50,324.90,359.70,371.00,328.30,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,42,6.58,49.50,-1.39,-1.38,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.30,100.20,0.00,90.10,295.70,306.30,344.20,367.30,383.50,369.10,390.90,363.10,439.90,442.00,401.50,460.50,324.90,359.70,371.00,328.30,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,43,6.60,49.47,-1.38,-1.38,-0.87,-0.08,-0.40,200.00,99.90,0.00,99.30,100.20,0.00,90.10,297.40,307.90,346.00,369.20,385.30,370.90,392.70,365.00,441.80,443.90,403.40,462.10,326.50,359.70,372.40,328.30,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,44,6.62,49.51,-1.39,-1.38,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.30,100.20,0.00,90.10,297.40,307.90,346.00,369.20,385.30,370.90,392.70,365.00,441.80,443.90,403.40,462.10,326.50,361.20,372.40,329.70,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,45,6.63,49.48,-1.38,-1.38,-0.90,-0.08,-0.40,200.00,99.90,0.00,99.30,100.20,0.00,90.00,298.90,307.90,347.90,369.20,387.30,370.90,392.70,365.00,441.80,443.90,403.40,462.10,326.50,361.20,372.40,329.70,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,46,6.65,49.49,-1.39,-1.38,-0.90,-0.08,-0.40,200.00,99.90,0.00,99.30,100.20,0.00,90.00,298.90,309.60,347.90,370.90,387.30,372.70,394.50,366.80,443.60,445.50,405.10,464.00,328.10,362.70,373.90,331.20,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,47,6.67,49.51,-1.38,-1.38,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.30,100.20,0.00,90.00,298.90,309.60,347.90,370.90,387.30,372.70,394.50,366.80,443.60,445.50,405.10,464.00,328.10,362.70,373.90,331.20,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,48,6.68,49.48,-1.38,-1.38,-0.89,-0.08,-0.40,200.00,99.90,0.00,99.20,100.20,0.00,90.00,300.40,311.20,349.60,372.60,389.10,374.70,394.50,366.80,443.60,445.50,405.10,464.00,328.10,362.70,373.90,331.20,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,49,6.70,49.49,-1.39,-1.38,-0.90,-0.08,-0.40,200.00,99.90,0.00,99.20,100.20,0.00,90.00,300.40,311.20,349.60,372.60,389.10,374.70,396.30,368.50,445.40,447.30,406.80,465.50,329.90,364.40,375.30,332.60,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,50,6.72,49.48,-1.39,-1.38,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.20,100.20,0.00,90.00,300.40,311.20,349.60,372.60,389.10,374.70,396.30,368.50,445.40,447.30,406.80,465.50,329.90,364.40,375.30,332.60,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,51,6.73,49.48,-1.39,-1.38,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.20,100.20,0.00,90.10,302.10,312.90,351.50,374.50,390.90,376.50,396.30,368.50,445.40,447.30,406.80,465.50,329.90,364.40,375.30,332.60,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,52,6.75,49.48,-1.37,-1.38,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.20,100.20,0.00,90.10,302.10,312.90,351.50,374.50,390.90,376.50,398.10,370.40,447.30,449.00,408.60,467.20,331.40,365.80,376.70,334.00,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,53,6.77,49.48,-1.39,-1.37,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.20,100.20,0.00,90.10,302.10,312.90,351.50,374.50,390.90,376.50,398.10,370.40,447.30,449.00,408.60,467.20,331.40,365.80,376.70,334.00,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,54,6.78,49.50,-1.38,-1.38,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.20,100.20,0.00,90.10,303.60,314.50,353.20,376.20,392.80,378.20,399.80,370.40,448.90,449.00,410.30,467.20,331.40,365.80,376.70,334.00,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,55,6.80,49.49,-1.39,-1.39,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.20,100.20,0.00,90.10,303.60,314.50,353.20,376.20,392.80,378.20,399.80,372.20,448.90,450.70,410.30,468.90,333.00,367.30,378.20,335.40,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,56,6.82,49.49,-1.38,-1.38,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.20,100.20,0.00,90.10,303.60,314.50,353.20,376.20,392.80,378.20,399.80,372.20,448.90,450.70,410.30,468.90,333.00,367.30,378.20,335.40,1448.50,1448.50,0.005,3.850,72.100
2025-11-04-,19, 7,57,6.83,49.49,-1.38,-1.38,-0.90,-0.08,-0.40,200.00,99.90,0.00,99.20,100.20,0.00,90.00,305.00,316.20,354.90,377.80,394.60,380.20,401.50,373.80,450.70,452.30,411.90,470.40,333.00,367.30,378.20,335.40,1448.50,1448.50,0.005,3.860,72.100
2025-11-04-,19, 7,58,6.85,49.52,-1.39,-1.38,-0.90,-0.08,-0.40,200.00,99.90,0.00,99.20,100.20,0.00,90.00,305.00,316.20,354.90,377.80,394.60,380.20,401.50,373.80,450.70,452.30,411.90,470.40,334.50,368.90,379.60,336.70,1448.50,1448.50,0.005,3.860,72.100
2025-11-04-,19, 7,59,6.87,49.53,-1.38,-1.38,-0.89,-0.08,-0.40,200.00,99.90,0.00,99.30,100.20,0.00,90.10,305.00,316.20,354.90,377.80,394.60,380.20,401.50,373.80,450.70,452.30,411.90,470.40,334.50,368.90,379.60,336.70,1448.50,1448.50,0.005,3.860,72.100
2025-11-04-,19, 8, 0,6.88,49.48,-1.38,-1.38,-0.87,-0.08,-0.40,200.00,99.90,0.00,99.30,100.20,0.00,90.10,306.60,317.80,356.70,379.60,396.40,381.90,403.40,375.70,452.60,454.10,413.70,472.00,336.30,368.90,381.00,336.70,1448.50,1448.50,0.005,3.860,72.100
2025-11-04-,19, 8, 1,6.90,49.52,-1.38,-1.38,-0.90,-0.08,-0.40,200.00,99.90,0.00,99.30,100.20,0.00,90.10,306.60,317.80,356.70,379.60,396.40,381.90,403.40,375.70,452.60,454.10,413.70,472.00,336.30,370.30,381.00,338.20,1448.50,1448.50,0.005,3.860,72.100
2025-11-04-,19, 8, 2,6.92,49.48,-1.38,-1.38,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.30,100.20,0.00,90.10,306.60,317.80,356.70,379.60,396.40,381.90,403.40,375.70,452.60,454.10,413.70,472.00,336.30,370.30,381.00,338.20,1448.50,1448.50,0.005,3.860,72.100
2025-11-04-,19, 8, 3,6.93,49.48,-1.38,-1.38,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.30,100.20,0.00,90.10,308.10,319.40,358.50,381.30,398.30,383.80,405.00,377.40,454.30,455.60,415.30,473.70,337.90,370.30,382.50,338.20,1448.50,1448.50,0.005,3.860,72.100
2025-11-04-,19, 8, 4,6.95,49.51,-1.38,-1.36,-0.84,-0.08,-0.40,200.00,99.90,0.00,99.30,100.20,0.00,90.10,308.10,319.40,358.50,381.30,398.30,383.80,405.00,377.40,454.30,455.60,415.30,473.70,337.90,371.80,382.50,339.60,1448.50,1448.50,0.005,3.860,72.100
2025-11-04-,19, 8, 5,6.97,49.52,-1.38,-1.38,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.40,100.20,0.00,90.10,309.70,319.40,360.30,381.30,400.00,383.80,405.00,377.40,454.30,455.60,415.30,473.70,337.90,371.80,382.50,339.60,1448.50,1448.50,0.005,3.860,72.100
2025-11-04-,19, 8, 6,6.98,49.49,-1.38,-1.38,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.40,100.20,0.00,90.10,309.70,321.10,360.30,383.10,400.00,385.60,406.90,379.20,456.10,457.40,417.10,475.30,339.50,373.30,383.80,341.00,1448.50,1448.50,0.005,3.860,72.100
2025-11-04-,19, 8, 7,7.00,49.53,-1.37,-1.39,-0.87,-0.08,-0.40,200.00,99.90,0.00,99.50,100.20,0.00,90.10,309.70,321.10,360.30,383.10,400.00,385.60,406.90,379.20,456.10,457.40,417.10,475.30,339.50,373.30,383.80,341.00,1448.50,1448.50,0.005,3.860,72.100
2025-11-04-,19, 8, 8,7.02,49.47,-1.38,-1.38,-0.89,-0.08,-0.40,200.00,99.90,0.00,99.50,100.20,0.00,90.10,311.10,322.60,362.00,384.70,401.90,387.40,406.90,379.20,456.10,457.40,417.10,475.30,339.50,373.30,383.80,341.00,1448.50,1448.50,0.005,3.860,72.100
2025-11-04-,19, 8, 9,7.03,49.49,-1.39,-1.38,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.50,100.20,0.00,90.10,311.10,322.60,362.00,384.70,401.90,387.40,408.60,380.80,457.80,458.90,418.80,476.90,341.00,374.70,385.20,342.30,1448.50,1448.50,0.005,3.860,72.100
2025-11-04-,19, 8,10,7.05,49.47,-1.38,-1.38,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.50,100.20,0.00,90.10,311.10,322.60,362.00,384.70,401.90,387.40,408.60,380.80,457.80,458.90,418.80,476.90,341.00,374.70,385.20,342.30,1448.50,1448.50,0.005,3.860,72.100
2025-11-04-,19, 8,11,7.07,49.48,-1.39,-1.38,-0.90,-0.08,-0.40,200.00,99.90,0.00,99.50,100.20,0.00,90.10,312.60,324.20,363.70,386.30,403.60,389.20,410.20,380.80,459.50,458.90,420.30,476.90,341.00,374.70,385.20,342.30,1448.50,1448.50,0.005,3.860,72.100
2025-11-04-,19, 8,12,7.08,49.49,-1.38,-1.36,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.50,100.20,0.00,90.10,312.60,324.20,363.70,386.30,403.60,389.20,410.20,382.50,459.50,460.60,420.30,478.50,342.50,376.00,386.60,343.60,1448.50,1448.50,0.005,3.860,72.100
2025-11-04-,19, 8,13,7.10,49.49,-1.38,-1.38,-0.89,-0.08,-0.40,200.00,99.90,0.00,99.50,100.20,0.00,90.10,312.60,324.20,363.70,386.30,403.60,389.20,410.20,382.50,459.50,460.60,420.30,478.50,342.50,376.00,386.60,343.60,1448.50,1448.50,0.005,3.860,72.100
2025-11-04-,19, 8,14,7.12,49.50,-1.38,-1.38,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.50,100.20,0.00,90.10,314.10,325.80,365.50,388.00,405.30,390.80,412.00,384.20,461.20,462.20,422.00,480.00,342.50,376.00,386.60,343.60,1448.50,1448.50,0.005,3.860,72.100
2025-11-04-,19, 8,15,7.13,49.51,-1.39,-1.38,-0.89,-0.08,-0.40,200.00,99.90,0.00,99.50,100.20,0.00,90.10,314.10,325.80,365.50,388.00,405.30,390.80,412.00,384.20,461.20,462.20,422.00,480.00,344.10,377.60,387.90,344.80,1448.50,1448.50,0.005,3.860,72.100
2025-11-04-,19, 8,16,7.15,49.48,-1.37,-1.38,-0.88,-0.08,-0.40,200.00,99.90,0.00,99.50,100.20,0.00,90.10,314.10,325.80,365.50,388.00,405.30,390.80,412.00,384.20,461.20,462.20,422.00,480.00,344.10,377.60,387.90,344.80,1448.50,1448.50,0.005,3.860,72.100
